basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername,d,year,gender,bdate,age2016,party,gov,byear,age,anxclass,anxiety,conditional,past,present,future,roots,tenses,sentence
4417912,ca.proc.d.2009-04-21.509.138,2009-04-21,a070553f-8f25-42a6-bb9b-ebfc37525f41,81,"Hon. Stockwell Day (Minister of International Trade and Minister for the Asia-Pacific Gateway, CPC)",,OQ,Forestry Industry,"Last year, Export Development Canada provided support to more than 500 companies. As a matter of fact, I think that 534 forestry companies received support. That is significant support. EDC is continuing to look for ways to provide support to the forestry industry. These are tough times, but EDC is there. The Bloc Québécois does not recognize that support.",Conservative,Okanagan--Coquihalla,Stockwell Day,2009-04-21,2009,male,1950-08-16,66,Conservative,1,1950,59,1,-0.0519038199,0,0,1,0,are,Present,"These are tough times, but EDC is there."
4506210,ca.proc.d.2011-12-13.2435.121,2011-12-13,000a129f-5449-40ed-94d2-7e21a262b0b1,8528,"Mrs. Nycole Turmel (Leader of the Opposition, NDP)",,OQ,Firearms Registry,"The Conservatives' insistence on destroying the data in the firearms registry is completely illogical. The police are saying it and the bar associations are saying it. Now, the Government of Quebec is taking legal action against the Conservative government to save the registry data. Will the Prime Minister avoid unnecessary legal fees, listen to Quebec and share the data with the provinces that are prepared to take over the registry to protect the public?",New Democratic Party,Hull--Aylmer,Nycole Turmel,2011-12-13,2011,female,1942-09-01,74,NDP,0,1942,69,1,-0.1673096053,0,0,0,1,avoid,Future,"Will the Prime Minister avoid unnecessary legal fees, listen to Quebec and share the data with the provinces that are prepared to take over the registry to protect the public?"
4510791,ca.proc.d.2012-02-14.2449.210,2012-02-14,6022970f-0d0e-476a-ae11-b1443d924936,8625,"Ms. Annick Papillon (Québec, NDP)",,OQ,Veterans Affairs,"It is shameful. The government has violated the privacy of yet another veteran. Harold Leduc served for over 20 years and is a member of the Veterans Review and Appeal Board. Yet this same board allegedly waged a campaign to discredit him by using his confidential medical information. It is unacceptable. Why are veterans being intimidated in this manner? If the board is really concerned about protecting privacy, it will apologize and conduct an investigation immediately.",New Democratic Party,Québec,Annick Papillon,2012-02-14,2012,female,1980-05-27,36,NDP,0,1980,32,1,-0.0766376082,0,0,1,0,intimidated,Present,Why are veterans being intimidated in this manner?
4346083,ca.proc.d.2006-11-28.248.179,2006-11-28,101721fd-6253-42f8-8615-4468ea203a6e,272,"Mr. Lloyd St. Amand (Brant, Lib.)",,OQ,Canadian Heritage,"The daily newspaper in my riding, The Expositor, commented on the funding cuts to Canada's museums and said that if MPs did not give a hoot for our history, how could they appreciate who we are? The government seems to care only about the price of programs with no regard for their value. Canada's rich history is displayed in museums from coast to coast and the recently announced 50% funding cuts will sever this generation's link to our past. Does the Minister of Canadian Heritage not understand the value of these museums and if she does, will she then immediately restore full funding to them?",Liberal,Brant,Lloyd St. Amand,2006-11-28,2006,male,1952-11-10,64,Liberal,0,1952,54,1,-0.2517128562,1,0,0,1,restore,Future,"Does the Minister of Canadian Heritage not understand the value of these museums and if she does, will she then immediately restore full funding to them?"
4268141,ca.proc.d.2004-02-20.1631.76,2004-02-20,6f01152f-cb24-42c1-957d-e494d896206d,2677,"Hon. Jacques Saada (Leader of the Government in the House of Commons and Minister responsible for Democratic Reform, Lib.)",,OQ,Sponsorship Program,Let us consider the facts. Mr. Laguë never took part in this meeting. He simply was not there. Allegations that Mr. Laguë's conduct was questionable during a meeting he never attended are nothing more than smear tactics. This is unacceptable. Repeating something 100 times will not make it come true.,Liberal,Brossard--La Prairie,Jacques Saada,2004-02-20,2004,male,1947-11-22,69,Liberal,1,1947,57,1,-0.1114280626,0,0,0,1,make,Future,Repeating something 100 times will not make it come true.
4315035,ca.proc.d.2005-10-18.1593.128,2005-10-18,bf91629c-065c-4bb5-8b0f-5ea45f263d3a,135,"Mr. Loyola Hearn (St. John's South—Mount Pearl, CPC)",,OQ,Fisheries and Oceans Canada,"The minister is avoiding the real issue. The distress signal from the Melina &amp; Keith II was received before the crew left its regular shift. While DFO officials can spend over $5,000 above the regular fare on flights, the search and rescue crew could not be kept back for a few minutes of overtime until it determined the location of the tragedy. Why was the search and rescue chopper not available immediately once the location was determined?",Conservative,St. John's South,Loyola Hearn,2005-10-18,2005,male,1943-03-25,73,Conservative,0,1943,62,1,-0.0043146875,0,1,0,0,was,Past,Why was the search and rescue chopper not available immediately once the location was determined?
4025791,ca.proc.d.1996-04-25.1324.104,1996-04-25,d3c0bcbc-2d31-4153-9833-c9601f52093e,172,"Mr. Yvan Loubier (Saint-Hyacinthe-Bagot, BQ)",,OQ,Goods And Services Tax,"We will scrap the GST-those were the words of the Prime Minister during the 1993 campaign. The Liberal government has made the unilateral decision to commit more than 90 per cent of the Canadian population to a semblance of GST reform, one which will be very costly, far more than the $961 million called for in the agreement. British Columbia, Alberta, Saskatchewan, Manitoba, Ontario and Quebec were not consulted, but they will pay for this outrageous cosmetic action taken in a pretence of meeting the commitment on which the Prime Minister and the Liberal Party of Canada have reneged. Will the Minister of Finance admit that he has gone beyond the usual mechanisms of consultation to commit all Quebecers and all Canadians to a politically motivated compensation payment to the maritimes of close to $1 billion, without anyone having any say whatsoever on the matter?",Bloc Québécois,Saint-Hyacinthe--Bagot,Yvan Loubier,1996-04-25,1996,male,1959-04-10,57,Bloc,0,1959,37,1,-0.1617319888,0,0,1,0,admit,Present,"Will the Minister of Finance admit that he has gone beyond the usual mechanisms of consultation to commit all Quebecers and all Canadians to a politically motivated compensation payment to the maritimes of close to $1 billion, without anyone having any say whatsoever on the matter?"
4361754,ca.proc.d.2007-05-02.305.82,2007-05-02,65260a01-3c3d-436e-8c12-91136618fcc7,271,"Ms. Caroline St-Hilaire (Longueuil—Pierre-Boucher, BQ)",,OQ,Development Assistance,"Paul Gérin-Lajoie's manifesto denounces increased military spending at a time when people are still threatened by famine, disease and extreme poverty. Between 2006 and 2009, the Liberals and Conservatives will have increased the defence budget by $6.1 billion. The budget for official development assistance, on the other hand, will go up by only $1 billion during that period. In light of this imbalance, are we to understand that the government has decided to solve the world's problems with weapons rather than development assistance?",Bloc Québécois,Longueuil--Pierre-Boucher,Caroline St-Hilaire,2007-05-02,2007,female,1969-11-16,47,Bloc,0,1969,38,1,-0.0475167407,0,0,1,0,are,Present,"In light of this imbalance, are we to understand that the government has decided to solve the world's problems with weapons rather than development assistance?"
4226549,ca.proc.d.2002-10-11.1681.42,2002-10-11,0218bf67-ef3a-4a8d-8ab4-0229e4fcaa54,132,"Mr. Stephen Harper (Leader of the Opposition, Canadian Alliance)",,OQ,Kyoto Protocol,"I would point out that we can do what we want in Canada without the Kyoto accord ratified at all. I have one more question. The minister will know hopefully that the Kyoto accord targets only carbon dioxide emissions, not pollution. Carbon dioxide is not a pollutant. There is a real concern that the actions necessary to implement radical carbon dioxide reductions could result in technological switching to emissions with higher pollution. How does the government intend to ensure that the Kyoto accord will not lead to increases in pollution?",Canadian Alliance,Calgary Southwest,Stephen Harper,2002-10-11,2002,male,1959-04-30,57,Conservative,0,1959,43,1,0.0025930188,1,0,1,0,is,Present,There is a real concern that the actions necessary to implement radical carbon dioxide reductions could result in technological switching to emissions with higher pollution.
4613147,ca.proc.d.2014-10-03.16346.108,2014-10-03,d00c3703-619a-496a-8369-0e113da41c9f,405,"Mr. Dennis Bevington (Northwest Territories, NDP)",,OQ,The Environment,"The Northwest Territories has experienced the worst forest fire season in memory, destroying 3.5 million hectares of boreal forest. In comparison, the average area of burn per year in all of Canada over the last 10 years was 2 million hectares. Northerners know that this disaster is directly related to climate change. Will the Conservatives finally admit the reality of climate change and take action? Will the government be helping the people of the Northwest Territories deal with the overwhelming costs of this year's forest fire season?",New Democratic Party,Northwest Territories,Dennis Bevington,2014-10-03,2014,male,1953-03-27,63,NDP,0,1953,61,1,-0.045921794,0,0,0,1,helping,Future,Will the government be helping the people of the Northwest Territories deal with the overwhelming costs of this year's forest fire season?
4194776,ca.proc.d.2001-10-05.1918.104,2001-10-05,c0377f5d-9a2b-4831-919c-8f5553270c2c,186,"Mr. Keith Martin (Esquimalt—Juan de Fuca, Canadian Alliance)",,OQ,Health,Health Canada officials are frustrated and in the dark because they do not have the information on how to tell Canadians how they can protect themselves in the event of a bioterrorism attack. Would the Minister of Health table in the House today his plan on how Canadians can protect themselves in the event of a bioterrorism attack?,Canadian Alliance,Esquimalt--Juan de Fuca,Keith Martin,2001-10-05,2001,male,1960-04-13,56,Conservative,0,1960,41,1,0.0264167155,1,0,1,0,are,Present,Health Canada officials are frustrated and in the dark because they do not have the information on how to tell Canadians how they can protect themselves in the event of a bioterrorism attack.
4019268,ca.proc.d.1996-03-05.1297.108,1996-03-05,9ec9b873-a96e-474e-9dda-5ebeb50ba35f,116,"Mr. Michel Gauthier (Leader of the Opposition, BQ)",,OQ,Securities,"In response to questioning yesterday on the government's intentions in the area of securities, the secretary of state for international financial institutions said that, in his opinion, the federal government would look after securities more effectively than the provinces. In his letter to the President of the Privy Council of February 16, 1994, the former premier of Quebec, Daniel Johnson, said that federal regulation would be inappropriate and would lead to duplication of monitoring rules and inevitably to heavier administrative loads for issuers, investors and intermediaries. My question is for the Minister of Finance or the secretary of state. On what basis can the government seriously state that it would be more effective in the area of securities than the provinces have been up to now, when this area of jurisdiction is solely theirs?",Bloc Québécois,Roberval,Michel Gauthier,1996-03-05,1996,male,1950-02-18,66,Bloc,0,1950,46,1,-0.1889498401,1,0,1,0,state,Present,"On what basis can the government seriously state that it would be more effective in the area of securities than the provinces have been up to now, when this area of jurisdiction is solely theirs?"
4368350,ca.proc.d.2007-06-08.327.48,2007-06-08,d7ee00c8-04df-4418-965b-962c7d488878,128,"Ms. Monique Guay (Rivière-du-Nord, BQ)",,OQ,The Environment,"The Prime Minister will no doubt return from the G-8 claiming to have succeeded in getting across his climate change views. His only success will have been lowering the bar. Even if he claims to have fought for real, mandatory targets, what we are looking at is a failure, because the final declaration of the G-8 did nothing but pay lip service and offered no real, binding commitments for the future. Will the government admit that we are far from playing the role of mediator that the Prime Minister sought and that, at best, he was nothing more than George Bush's pawn? ",Bloc Québécois,Rivière-du-Nord,Monique Guay,2007-06-08,2007,female,1959-10-27,57,Bloc,0,1959,48,1,-0.1424564182,0,0,0,1,admit,Future,"Will the government admit that we are far from playing the role of mediator that the Prime Minister sought and that, at best, he was nothing more than George Bush's pawn?"
4039846,ca.proc.d.1996-10-10.1376.152,1996-10-10,795dab30-535c-483b-b685-50327f2cdcf2,14,"Mr. Claude Bachand (Saint-Jean, BQ)",,OQ,The Minister Of Indian Affairs,"The members of this government, particularly cabinet members, have problems with ethics. Last week, it was the former defence minister, regarding the incidents that we know; yesterday, it was the intergovernmental affairs minister, who used the Privy Council-the Prime Minister's department-letterhead for partisan announcements; now, it is the turn of the indian affairs minister. How can the minister explain that, in a document released in August 1996 by his department and entitled Pride in Partnership , he directly refers to the commitments the Liberal Party of Canada made to aboriginal people in the red book? Since when does the minister of indian affairs promote the red book by using taxpayers' money?",Bloc Québécois,Saint-Jean,Claude Bachand,1996-10-10,1996,male,1951-01-03,65,Bloc,0,1951,45,1,-0.2321814689,1,0,1,0,explain,Present,"How can the minister explain that, in a document released in August 1996 by his department and entitled Pride in Partnership, he directly refers to the commitments the Liberal Party of Canada made to aboriginal people in the red book?"
4082101,ca.proc.d.1998-03-24.715.178,1998-03-24,e22e31cd-045c-4450-bc5d-3e17dc6aa05d,142,"Mr. Rahim Jaffer (Edmonton—Strathcona, Ref.)",,OQ,Tuition Fees,"When I visited Montreal last week, a McGill University student asked me about the differences in tuition fees in Quebec. In the present system, students from other provinces are penalized. We know that the provincial governments are trying to freeze tuition fees, but penalizing students from other provinces is not the solution. Does the government feel that these different tuition fees are acceptable?",Reform,Edmonton Strathcona,Rahim Jaffer,1998-03-24,1998,male,1971-12-15,45,Conservative,0,1971,27,1,-0.0717093423,0,0,1,0,does,Present,Does the government feel that these different tuition fees are acceptable?
